a,ə
stevens,ˈstivənz
stewart,stuərt
stick,stɪk
sticker,ˈstɪkər
stickers,ˈstɪkərz
sticks,stɪks
sticky,ˈstɪki
still,stɪl
stock,stɑk
stockholm,ˈstɑˌkhoʊlm
stockings,ˈstɑkɪŋz
stocks,stɑks
stolen,ˈstoʊlən
stomach,ˈstəmək
stone,stoʊn
stones,stoʊnz
stood,stʊd
stop,stɑp
stopped,stɑpt
stopping,ˈstɑpɪŋ
stops,stɑps
storage,ˈstɔrɪʤ
store,stɔr
stored,stɔrd
stores,stɔrz
stories,ˈstɔriz
storm,stɔrm
story,ˈstɔri
str,str*
straight,streɪt
strain,streɪn
strand,strænd
strange,streɪnʤ
stranger,ˈstreɪnʤər
strap,stræp
strategic,strəˈtiʤɪk
strategies,ˈstrætəʤiz
strategy,ˈstrætəʤi
stream,strim
streaming,ˈstrimɪŋ
streams,strimz
street,strit
streets,strits
strength,strɛŋθ
strengthen,ˈstrɛŋθən
strengthening,ˈstrɛŋθənɪŋ
strengths,strɛŋθs
stress,strɛs
stretch,strɛʧ
strict,strɪkt
strictly,ˈstrɪktli
strike,straɪk
strikes,straɪks
striking,ˈstraɪkɪŋ
string,strɪŋ
strings,strɪŋz
strip,strɪp
stripes,straɪps
strips,strɪps
stroke,stroʊk
strong,strɔŋ
stronger,ˈstrɔŋgər
strongly,ˈstrɔŋli
struck,strək
struct,struct*
structural,ˈstrəkʧərəl
structure,ˈstrəkʧər
structured,ˈstrəkʧərd
structures,ˈstrəkʧərz
struggle,ˈstrəgəl
stuart,stɔrt
stuck,stək
stud,stəd
student,ˈstudənt
students,ˈstudənts
studied,ˈstədid
studies,ˈstədiz
studio,ˈstudiˌoʊ
studios,ˈstudiˌoʊz
study,ˈstədi
studying,ˈstədiɪŋ
stuff,stəf
stuffed,stəft
stunning,ˈstənɪŋ
stupid,ˈstupɪd
style,staɪl
styles,staɪlz
stylish,ˈstaɪlɪʃ
stylus,ˈstaɪləs
su,su
sub,səb
subaru,ˈsubəru
subcommittee,ˈsəbkəˈmɪti
subdivision,ˈsəbdɪˌvɪʒən
subject,ˈsəbʤɪkt
subjects,ˈsəbʤɪkts
sublime,səˈblaɪm
sublimedirectory,sublimedirectory*
submission,səbˈmɪʃən
submissions,səbˈmɪʃənz
submit,səbˈmɪt
submitted,səbˈmɪtəd
submitting,səbˈmɪtɪŋ
subscribe,səbˈskraɪb
subscriber,səbˈskraɪbər
subscribers,səbˈskraɪbərz
subscription,səbˈskrɪpʃən
subscriptions,səbˈskrɪpʃənz
subsection,ˈsəbsɛkʃən
subsequent,ˈsəbsəkwənt
subsequently,ˈsəbsəkwəntli
subsidiaries,səbˈsɪdiˌɛriz
subsidiary,səbˈsɪdiˌɛri
substance,ˈsəbstəns
substances,ˈsəbstənsɪz
substantial,səbˈstænʃəl
substantially,səbˈstænʃəli
substitute,ˈsəbstəˌtut
subtle,ˈsətəl
suburban,səˈbərbən
succeed,səkˈsid
success,səkˈsɛs
successful,səkˈsɛsfəl
successfully,səkˈsɛsfəli
such,səʧ
suck,sək
sucking,ˈsəkɪŋ
sucks,səks
sudan,suˈdæn
sudden,ˈsədən
suddenly,ˈsədənli
sue,su
suffer,ˈsəfər
suffered,ˈsəfərd
suffering,ˈsəfərɪŋ
sufficient,səˈfɪʃənt
sufficiently,səˈfɪʃəntli
sugar,ˈʃʊgər
suggest,səˈʤɛst
suggested,səˈʤɛstɪd
suggesting,səˈʤɛstɪŋ
suggestion,səˈʤɛsʧən
suggestions,səˈʤɛsʧənz
suggests,səˈʤɛsts
suicide,ˈsuɪˌsaɪd
suit,sut
suitable,ˈsutəbəl
suite,swit
suited,ˈsutɪd
suites,swits
suits,suts
sullivan,ˈsəlɪvən
sum,səm
summaries,ˈsəməriz
summary,ˈsəməri
summer,ˈsəmər
summit,ˈsəmɪt
sun,sən
sunday,ˈsənˌdi
sunglasses,ˈsənˌglæsɪz
sunny,ˈsəni
sunrise,ˈsənˌraɪz
sunset,ˈsənˌsɛt
sunshine,ˈsənˌʃaɪn
super,ˈsupər
superb,sʊˈpərb
superintendent,ˌsupərɪnˈtɛndənt
superior,suˈpɪriər
supervision,ˌsupərˈvɪʒən
supervisor,ˈsupərˌvaɪzər
supervisors,ˌsupərˈvaɪzərz
supplement,ˌsəpləˈmɛnt
supplemental,ˌsəpləˈmɛntəl
supplements,ˌsəpləˈmɛnts
supplied,səˈplaɪd
supplier,səˈplaɪər
suppliers,səˈplaɪərz
supplies,səˈplaɪz
supply,səˈplaɪ
support,səˈpɔrt
supported,səˈpɔrtɪd
supporters,səˈpɔrtərz
supporting,səˈpɔrtɪŋ
supports,səˈpɔrts
suppose,səˈpoʊz
supposed,səˈpoʊzd
supreme,səˈprim
sur,sər
sure,ʃʊr
surely,ˈʃʊrli
surf,sərf
surface,ˈsərfəs
surfaces,ˈsərfəsɪz
surfing,ˈsərfɪŋ
surge,sərʤ
surgeon,ˈsərʤɪn
surgeons,ˈsərʤənz
surgery,ˈsərʤəri
surgical,ˈsərʤɪkəl
surname,ˈsərˌneɪm
surplus,ˈsərpləs
surprise,səˈpraɪz
surprised,səˈpraɪzd
surprising,səˈpraɪzɪŋ
surrey,ˈsəri
surround,səraʊnd
surrounded,sərˈaʊndɪd
surrounding,sərˈaʊndɪŋ
surveillance,sərˈveɪləns
survey,ˈsərˌveɪ
surveys,ˈsərˌveɪz
survival,sərˈvaɪvəl
survive,sərˈvaɪv
survivor,sərˈvaɪvər
survivors,sərˈvaɪvərz
susan,ˈsuzən
suse,suse*
suspect,ˈsəˌspɛkt
suspected,səˈspɛktɪd
suspended,səˈspɛndɪd
suspension,səˈspɛnʃən
sussex,ˈsəsɪks
sustainability,səˌsteɪnəˈbɪlɪti
sustainable,səˈsteɪnəbəl
sustained,səˈsteɪnd
suzuki,səˈzuki
sv,sv*
sw,sw*
swap,swɑp
sweden,sˈwidən
swedish,sˈwidɪʃ
sweet,swit
swift,swɪft
swim,swɪm
swimming,sˈwɪmɪŋ
swing,swɪŋ
swingers,sˈwɪŋərz
swiss,swɪs
switch,swɪʧ
switched,swɪʧt
switches,sˈwɪʧɪz
switching,sˈwɪʧɪŋ
switzerland,sˈwɪtsərlənd
sword,sɔrd
sydney,ˈsɪdni
symantec,sɪˈmænˌtɛk
symbol,ˈsɪmbəl
symbols,ˈsɪmbəlz
sympathy,ˈsɪmpəθi
symphony,ˈsɪmfəni
symposium,sɪmˈpoʊziəm
symptoms,ˈsɪmptəmz
sync,sɪŋk
syndicate,ˈsɪndɪkət
syndication,ˌsɪndɪˈkeɪʃən
syndrome,ˈsɪnˌdroʊm
synopsis,sɪˈnɑpsɪs
syntax,ˈsɪnˌtæks
synthesis,ˈsɪnθəsəs
synthetic,sɪnˈθɛtɪk
syracuse,ˈsɪrəˌkjuz
syria,ˈsɪriə
sys,sys*
system,ˈsɪstəm
systematic,ˌsɪstəˈmætɪk
systems,ˈsɪstəmz
t,ti
ta,tɑ
tab,tæb
table,ˈteɪbəl
tables,ˈteɪbəlz
tablet,ˈtæblət
tablets,ˈtæbləts
tabs,tæbz
tackle,ˈtækəl
tactics,ˈtæktɪks
tag,tæg
tagged,tægd
tags,tægz
tahoe,ˈtæhoʊ
tail,teɪl
taiwan,ˈtaɪˈwɑn
take,teɪk
taken,ˈteɪkən
takes,teɪks
taking,ˈteɪkɪŋ
tale,teɪl
talent,ˈtælənt
talented,ˈtæləntɪd
tales,teɪlz
talk,tɔk
talked,tɔkt
talking,ˈtɔkɪŋ
talks,tɔks
tall,tɔl
tamil,ˈtæmɪl
tampa,ˈtæmpə
tan,tæn
tank,tæŋk
tanks,tæŋks
tanzania,ˌtænˈzeɪnjə
tap,tæp
tape,teɪp
tapes,teɪps
tar,tɑr
target,ˈtərgət
targeted,ˈtɑrgətɪd
targets,ˈtɑrgəts
tariff,ˈtɛrəf
task,tæsk
tasks,tæsks
taste,teɪst
tattoo,ˌtæˈtu
taught,tɔt
tax,tæks
taxation,tækˈseɪʃən
taxes,ˈtæksɪz
taxi,ˈtæksi
taylor,ˈteɪlər
tb,ˈtiˈbi
tba,tba*
tc,tc*
tcp,tcp*
td,td*
te,ti
tea,ti
teach,tiʧ
teacher,ˈtiʧər
teachers,ˈtiʧərz
teaches,ˈtiʧɪz
teaching,ˈtiʧɪŋ
team,tim
teams,timz
tear,tɪr
tears,tɪrz
tech,tɛk
technical,ˈtɛknɪkəl
technician,tɛkˈnɪʃən
technique,tɛkˈnik
techniques,tɛkˈniks
techno,ˈtɛknoʊ
technological,ˌtɛknəˈlɑʤɪkəl
technologies,tɛkˈnɑləʤiz
technology,tɛkˈnɑləʤi
techrepublic,techrepublic*
ted,tɛd
teddy,ˈtɛdi
tee,ti
teen,tin
teenage,ˈtiˌneɪʤ
teens,tinz
teeth,tiθ
tel,tɛl
telecharger,telecharger*
telecom,ˈtɛləkɑm
telecommunications,ˌtɛləkəmˌjunəˈkeɪʃənz
telephone,ˈtɛləˌfoʊn
telephony,ˈtɛləˌfoʊni
telescope,ˈtɛləˌskoʊp
television,ˈtɛləˌvɪʒən
televisions,ˈtɛləˌvɪʒənz
tell,tɛl
telling,ˈtɛlɪŋ
tells,tɛlz
temp,tɛmp
temperature,ˈtɛmpərəʧər
temperatures,ˈtɛmpərəʧərz
template,ˈtɛmplət
templates,templates*
temple,ˈtɛmpəl
temporal,ˈtɛmpərəl
temporarily,ˌtɛmpərˈɛrəli
temporary,ˈtɛmpərˌɛri
ten,tɛn
tenant,ˈtɛnənt
tend,tɛnd
tender,ˈtɛndər
tennessee,ˌtɛnəˈsi
tennis,ˈtɛnɪs
tension,ˈtɛnʃən
tent,tɛnt
term,tərm
terminal,ˈtərmənəl
terminals,ˈtərmənəlz
termination,tərməˈneɪʃən
terminology,ˌtərmɪˈnɑləʤi
terms,tərmz
terrace,ˈtɛrəs
terrain,təreɪn
terrible,ˈtɛrəbəl
territories,ˈtɛrəˌtɔriz
territory,ˈtɛrɪˌtɔri
terror,ˈtɛrər
terrorism,ˈtɛrəˌrɪzəm
terrorist,ˈtɛrərɪst
terrorists,ˈtɛrəˌrɪsts
terry,ˈtɛri
test,tɛst
testament,ˈtɛstəmənt
tested,ˈtɛstɪd
testimonials,ˌtɛstɪˈmoʊniəlz
testimony,ˈtɛstɪˌmoʊni
testing,ˈtɛstɪŋ
tests,tɛsts
tex,tɛks
texas,ˈtɛksəs
text,tɛkst
textbook,ˈtɛkstˌbʊk
textbooks,ˈtɛkstˌbʊks
textile,ˈtɛkˌstaɪl
textiles,ˈtɛkˌstaɪlz
texts,tɛksts
texture,ˈtɛksʧər
tf,tf*
tft,tft*
tgp,tgp*
th,ˈtiˈeɪʧ
thai,taɪ
thailand,ˈtaɪˌlænd
than,ðən
thank,θæŋk
thanks,θæŋks
thanksgiving,ˌθæŋksˈgɪvɪŋ
that,ðət
thats,thats*
the,ðə
theater,ˈθieɪtər
theaters,ˈθiətərz
theatre,ˈθiətər
thee,ði
theft,θɛft
thehun,thehun*
their,ðɛr
them,ðɛm
theme,θim
themes,θimz
themselves,ðɛmˈsɛlvz
then,ðɛn
theology,θiˈɑləʤi
theorem,ˈθɪrəm
theoretical,ˌθiərˈɛtɪkəl
theories,ˈθɪriz
theory,ˈθɪri
therapeutic,ˌθɛrəˈpjutɪk
therapist,ˈθɛrəpɪst
therapy,ˈθɛrəpi
there,ðɛr
thereafter,ðɛˈræftər
thereby,ˈðɛrˈbaɪ
therefore,ˈðɛrˌfɔr
thereof,ˌðɛˈrəv
thermal,ˈθərməl
thesaurus,θəˈsɔrəs
these,ðiz
thesis,ˈθiˌsɪs
they,ðeɪ
thick,θɪk
thickness,ˈθɪknəs
thin,θɪn
thing,θɪŋ
things,θɪŋz
think,θɪŋk
thinking,ˈθɪŋkɪŋ
thinkpad,ˈθɪŋkˌpæd
thinks,θɪŋks
third,θərd
thirty,ˈθərˌdi
this,ðɪs
thomas,ˈtɑməs
thompson,ˈtɑmsən
thomson,ˈtɑmsən
thong,θɔŋ
thongs,thongs*
thorough,θəroʊ
thoroughly,ˈθəroʊli
those,ðoʊz
thou,ðaʊ
though,ðoʊ
thought,θɔt
thoughts,θɔts
thousand,ˈθaʊzənd
thousands,ˈθaʊzənz
thread,θrɛd
threaded,θˈrɛdɪd
threads,θrɛdz
threat,θrɛt
threatened,θˈrɛtənd
threatening,θˈrɛtənɪŋ
threats,θrɛts
three,θri
threesome,θˈrisəm
threshold,θˈrɛˌʃoʊld
thriller,θˈrɪlər
throat,θroʊt
through,θru
throughout,θruaʊt
throw,θroʊ
throwing,θroʊɪŋ
thrown,θroʊn
throws,θroʊz
thru,θru
thu,thu*
thumb,θəm
thumbnail,ˈθəmˌneɪl
thumbnails,thumbnails*
thumbs,θəmz
thumbzilla,thumbzilla*
thunder,ˈθəndər
thursday,ˈθərzˌdeɪ
thus,ðəs
thy,ðaɪ
ti,ti
ticket,ˈtɪkɪt
tickets,ˈtɪkɪts
tide,taɪd
tie,taɪ
tied,taɪd
tier,tir
ties,taɪz
tiffany,ˈtɪfəni
tiger,ˈtaɪgər
tigers,ˈtaɪgərz
tight,taɪt
til,tɪl
tile,taɪl
tiles,taɪlz
till,tɪl
tim,tɪm
timber,ˈtɪmbər
time,taɪm
timeline,ˈtaɪmlaɪn
timely,ˈtaɪmli
timer,ˈtaɪmər
times,taɪmz
timing,ˈtaɪmɪŋ
timothy,ˈtɪməθi
tin,tɪn
tiny,ˈtaɪni
tion,tion*
tions,tions*
tip,tɪp
tips,tɪps
tire,taɪər
tired,taɪərd
tires,taɪərz
tissue,ˈtɪʃu
tit,tɪt
titanium,taɪˈteɪniəm
titans,ˈtaɪtənz
title,ˈtaɪtəl
titled,ˈtaɪtəld
titles,ˈtaɪtəlz
tits,tɪts
titten,titten*
tm,tm*
tmp,tmp*
tn,tn*
to,tɪ
tobacco,təˈbæˌkoʊ
tobago,təˈbeɪgoʊ
today,təˈdeɪ
todd,tɑd
toddler,ˈtɑdlər
toe,toʊ
together,təˈgɛðər
toilet,ˈtɔɪlət
token,ˈtoʊkən
tokyo,ˈtoʊkiˌoʊ
told,toʊld
tolerance,ˈtɑlərəns
toll,toʊl
tom,tɑm
tomato,təˈmɑˌtoʊ
tomatoes,təˈmɑtoʊz
tommy,ˈtɑmi
tomorrow,təˈmɑˌroʊ
ton,tən
tone,toʊn
toner,ˈtoʊnər
tones,toʊnz
tongue,təŋ
tonight,təˈnaɪt
tons,tənz
tony,ˈtoʊni
too,tu
took,tʊk
tool,tul
toolbar,ˈtulˌbɑr
toolbox,ˈtulˌbɔks
toolkit,toolkit*
tools,tulz
tooth,tuθ
top,tɔp
topic,ˈtɑpɪk
topics,ˈtɑpɪks
topless,ˈtɑpləs
tops,tɑps
toronto,tərˈɑntoʊ
torture,ˈtɔrʧər
toshiba,toʊˈʃibə
total,ˈtoʊtəl
totally,ˈtoʊtəli
totals,ˈtoʊtəlz
touch,təʧ
touched,təʧt
tough,təf
tour,tʊr
touring,ˈtʊrɪŋ
tourism,ˈtʊˌrɪzəm
tourist,ˈtʊrɪst
tournament,ˈtʊrnəmənt
tournaments,ˈtərnəmənts
tours,tʊrz
toward,təˈwɔrd
towards,təˈwɔrdz
tower,taʊər
towers,taʊərz
town,taʊn
towns,taʊnz
township,ˈtaʊnʃɪp
toxic,ˈtɑksɪk
toy,tɔɪ
toyota,toʊˈjoʊtə
toys,tɔɪz
tp,tp*
tr,tr*
trace,treɪs
track,træk
trackback,trackback*
trackbacks,trackbacks*
tracked,trækt
tracker,ˈtrækər
tracking,ˈtrækɪŋ
tracks,træks
tract,trækt
tractor,ˈtræktər
tracy,ˈtreɪsi
trade,treɪd
trademark,ˈtreɪdˌmɑrk
trademarks,ˈtreɪdˌmɑrks
trader,ˈtreɪdər
trades,treɪdz
trading,ˈtreɪdɪŋ
tradition,trəˈdɪʃən
traditional,trəˈdɪʃənəl
traditions,trəˈdɪʃənz
traffic,ˈtræfɪk
tragedy,ˈtræʤədi
trail,treɪl
trailer,ˈtreɪlər
trailers,ˈtreɪlərz
trails,treɪlz
train,treɪn
trained,treɪnd
trainer,ˈtreɪnər
trainers,ˈtreɪnərz
training,ˈtreɪnɪŋ
trains,treɪnz
tramadol,tramadol*
trance,træns
tranny,tranny*
trans,trænz
transaction,trænˈzækʃən
transactions,trænˈzækʃənz
transcript,ˈtrænˌskrɪpt
transcription,ˌtrænˈskrɪpʃən
transcripts,ˈtrænˌskrɪpts
transexual,transexual*
transexuales,transexuales*
transfer,ˈtrænsfər
transferred,ˈtrænsfərd
transfers,ˈtrænsfərz
transform,ˈtrænsfɔrm
transformation,ˌtrænsfərˈmeɪʃən
transit,ˈtrænzɪt
transition,trænˈzɪʃən
translate,trænzˈleɪt
translated,trænzˈleɪtəd
translation,trænzˈleɪʃən
translations,trænzˈleɪʃənz
translator,trænzˈleɪtər
transmission,trænzˈmɪʃən
transmit,trænzˈmɪt
transmitted,trænzˈmɪtəd
transparency,trænˈspɛrənsi
transparent,trænˈspɛrənt
transport,ˈtrænspɔrt
transportation,ˌtrænspərˈteɪʃən
transsexual,trænˈsɛkʃjuəl
trap,træp
trash,træʃ
trauma,ˈtrɔmə
travel,ˈtrævəl
traveler,ˈtrævələr
travelers,ˈtrævələrz
traveling,ˈtrævəlɪŋ
traveller,ˈtrævələr
travelling,ˈtrævəlɪŋ
travels,ˈtrævəlz
travesti,travesti*
travis,ˈtrævɪs
tray,treɪ
treasure,ˈtrɛʒər
treasurer,ˈtrɛʒərər
treasures,ˈtrɛʒərz
treasury,ˈtrɛʒəri
treat,trit
treated,ˈtritɪd
treating,ˈtritɪŋ
treatment,ˈtritmənt
treatments,ˈtritmənts
treaty,ˈtriti
tree,tri
trees,triz
trek,trɛk
trembl,trembl*
tremendous,trɪˈmɛndəs
trend,trɛnd
trends,trɛnz
treo,treo*
tri,traɪ
trial,traɪəl
trials,traɪəlz
triangle,ˈtraɪˌæŋgəl
tribal,ˈtraɪbəl
tribe,traɪb
tribes,traɪbz
tribunal,trəˈbjunəl
tribune,ˈtrɪbjun
tribute,ˈtrɪbjut
trick,trɪk
tricks,trɪks
tried,traɪd
tries,traɪz
trigger,ˈtrɪgər
trim,trɪm
trinidad,ˈtrɪnɪˌdæd
trinity,ˈtrɪnɪti
trio,ˈtriˌoʊ
trip,trɪp
tripadvisor,tripadvisor*
triple,ˈtrɪpəl
trips,trɪps
triumph,traɪəmf
trivia,ˈtrɪviə
troops,trups
tropical,ˈtrɑpɪkəl
trouble,ˈtrəbəl
troubleshooting,troubleshooting*
trout,traʊt
troy,trɔɪ
truck,trək
trucks,trəks
TRUE,tru
truly,ˈtruli
trunk,trəŋk
trust,trəst
trusted,ˈtrəstɪd
trustee,ˌtrəˈsti
trustees,ˌtrəˈstiz
trusts,trəsts
truth,truθ
try,traɪ
trying,traɪɪŋ
ts,tiɛs
tsunami,tsuˈnɑmi
tt,tt*
tu,tu
tub,təb
tube,tub
tubes,tubz
tucson,ˈtuˌsɑn
tue,tu
tuesday,ˈtuzˌdeɪ
tuition,tjuˈɪʃən
tulsa,ˈtəlsə
tumor,ˈtumər
tune,tun
tuner,ˈtunər
tunes,tunz
tuning,ˈtunɪŋ
tunisia,ˌtuˈniʒə
tunnel,ˈtənəl
turbo,ˈtərboʊ
turkey,ˈtərki
turkish,ˈtərkɪʃ
turn,tərn
turned,tərnd
turner,ˈtərnər
turning,ˈtərnɪŋ
turns,tərnz
turtle,ˈtərtəl
tutorial,tuˈtɔriəl
tutorials,tuˈtɔriəlz
tv,ˌtɛləˈvɪʒən
tvcom,tvcom*
tvs,ˈtiˈviz
twelve,twɛlv
twenty,tˈwɛnti
twice,twaɪs
twiki,twiki*
twin,twɪn
twinks,twinks*
twins,twɪnz
twist,twɪst
twisted,tˈwɪstɪd
two,tu
tx,tx*
ty,taɪ
tyler,ˈtaɪlər
type,taɪp
types,taɪps
typical,ˈtɪpɪkəl
typically,ˈtɪpɪkəli
typing,ˈtaɪpɪŋ
u,ju
uc,uc*
uganda,ˌjuˈgɑndɑ
ugly,ˈəgli
uh,ə
ui,ui*
uk,uk*
ukraine,juˈkreɪn
ul,əl
ultimate,ˈəltəmət
ultimately,ˈəltəmətli
ultra,ˈəltrə
ultram,ultram*
um,əm
un,ˈjuˈɛn
una,ˈunə
unable,əˈneɪbəl
unauthorized,əˈnɔθərˌaɪzd
unavailable,ˌənəˈveɪləbəl
uncertainty,ənˈsərtənti
uncle,ˈəŋkəl
und,ənd
undefined,ˌəndɪˈfaɪnd
under,ˈəndər
undergraduate,ˌəndərˈgræʤəwət
underground,ˈəndərˌgraʊnd
underlying,ˌəndərˈlaɪɪŋ
understand,ˌəndərˈstænd
understanding,ˌəndərˈstændɪŋ
understood,ˌəndərˈstʊd
undertake,ˈəndərˌteɪk
undertaken,ˈəndərˌteɪkən
underwear,ˈəndərˌwɛr
undo,ənˈdu
une,une*
unemployment,ˌənɪmˈplɔɪmənt
unexpected,ˌənɪkˈspɛktɪd
unfortunately,ənˈfɔrʧənətli
uni,ˈjuni
unified,ˈjunəˌfaɪd
uniform,ˈjunəˌfɔrm
union,ˈjunjən
unions,ˈjunjənz
uniprotkb,uniprotkb*
unique,juˈnik
unit,ˈjunɪt
united,juˈnaɪtɪd
units,ˈjunɪts
unity,ˈjunɪti
univ,univ*
universal,ˌjunəˈvərsəl
universe,ˈjunəˌvərs
universities,ˌjunəˈvərsətiz
university,ˌjunəˈvərsəti
unix,ˈjunɪks
unknown,ənˈnoʊn
unless,ənˈlɛs
unlike,ənˈlaɪk
unlikely,ənˈlaɪkli
unlimited,ənˈlɪmɪtɪd
unlock,ənˈlɑk
unnecessary,ənˈnɛsəˌsɛri
unsigned,ənˈsaɪnd
unsubscribe,ənsəbˈskraɪb
until,ənˈtɪl
untitled,untitled*
unto,ˈəntu
unusual,ənˈjuˌʒuəl
unwrap,ənˈræp
up,əp
upc,upc*
upcoming,ˈəpˌkəmɪŋ
update,ˈəpˌdeɪt
updated,ˈəpˌdeɪtɪd
updates,ˈəpˌdeɪts
updating,ˈəpˌdeɪtɪŋ
upgrade,ˈəpˈgreɪd
upgrades,ˈəpˌgreɪdz
upgrading,ˈəpˌgreɪdɪŋ
upload,ˈəˌploʊd
uploaded,ˈəˌploʊdɪd
upon,əˈpɑn
upper,ˈəpər
ups,əps
upset,ˈəpˌsɛt
upskirt,upskirt*
upskirts,upskirts*
ur,ər
urban,ˈərbən
urge,ərʤ
urgent,ˈərʤənt
uri,ˈjəri
url,url*
urls,urls*
uruguay,ˈjərəgˌweɪ
urw,urw*
us,ˈjuˈɛs
usa,ˈjuˈɛˈseɪ
usage,ˈjusɪʤ
usb,usb*
usc,usc*
usd,usd*
usda,usda*
use,juz
used,juzd
useful,ˈjusfəl
user,ˈjuzər
username,username*
users,ˈjuzərz
uses,ˈjuzɪz
usgs,usgs*
using,ˈjuzɪŋ
usps,usps*
usr,usr*
usual,ˈjuʒəwəl
usually,ˈjuʒəwəli
ut,ut*
utah,ˈjuˌtɔ
utc,utc*
utilities,juˈtɪlətiz
utility,juˈtɪləti
utilization,ˌjutələˈzeɪʃən
utilize,ˈjutəˌlaɪz
utils,utils*
uv,uv*
uw,uw*
uzbekistan,uzˈbɛkɪˌstæn
v,vi
va,va*
vacancies,ˈveɪkənsiz
vacation,veɪˈkeɪʃən
vacations,veɪˈkeɪʃənz
vaccine,ˌvækˈsin
vacuum,ˈvækjum
vagina,vəˈʤaɪnə
val,væl
valentine,ˈvælənˌtaɪn
valid,ˈvælɪd
validation,ˌvæləˈdeɪʃən
validity,vəˈlɪdɪti
valium,ˈvæˌliəm
valley,ˈvæli
valuable,ˈvæljəbəl
valuation,væljuˈeɪʃən
value,ˈvælju
valued,ˈvæljud
values,ˈvæljuz
valve,vælv
valves,vælvz
vampire,ˈvæmpaɪr
van,væn
vancouver,vænˈkuvər
vanilla,vəˈnɪlə
var,var*
variable,ˈvɛriəbəl
variables,ˈvɛriəbəlz
variance,ˈvɛriəns
variation,ˌvɛriˈeɪʃən
variations,ˌvɛriˈeɪʃənz
varied,ˈvɛrid
varies,ˈvɛriz
variety,vərˈaɪəti
various,ˈvɛriəs
vary,ˈvɛri
varying,ˈvɛriɪŋ
vast,væst
vat,væt
vatican,ˈvætɪkən
vault,vɔlt
vb,vb*
vbulletin,vbulletin*
vc,vc*
vcr,vcr*
ve,vi
vector,ˈvɛktər
vegas,ˈveɪgəs
vegetable,ˈvɛʤtəbəl
vegetables,ˈvɛʤtəbəlz
vegetarian,ˌvɛʤəˈtɛˌriən
vegetation,ˌvɛʤəˈteɪʃən
vehicle,ˈviɪkəl
vehicles,ˈviɪkəlz
velocity,vəˈlɑsəti
velvet,ˈvɛlvət
vendor,ˈvɛndər
vendors,ˈvɛndərz
venezuela,ˌvɛnɪzˈweɪlə
venice,ˈvɛnɪs
venture,ˈvɛnʧər
ventures,ˈvɛnʧərz
venue,ˈvɛnju
venues,ˈvɛnuz
ver,vər
verbal,ˈvərbəl
verde,ˈvərdi
verification,ˌvɛrəfəˈkeɪʃən
verified,ˈvɛrəˌfaɪd
verify,ˈvɛrəˌfaɪ
verizon,ˌvɛˈraɪzən
vermont,vərˈmɑnt
vernon,ˈvərnən
verse,vərs
version,ˈvərʒən
versions,ˈvərʒənz
versus,ˈvərsəz
vertex,ˈvərˌtɛks
vertical,ˈvərtɪkəl
very,ˈvɛri
verzeichnis,verzeichnis*
vessel,ˈvɛsəl
vessels,ˈvɛsəlz
veteran,ˈvɛtərən
veterans,ˈvɛtərənz
veterinary,ˈvɛtrəˌnɛri
vg,vg*
vhs,vhs*
vi,vi
via,ˈviə
viagra,vaɪˈægrə
vibrator,ˈvaɪbreɪtər
vibrators,vibrators*
vic,vɪk
vice,vaɪs
victim,ˈvɪktɪm
victims,ˈvɪktɪmz
victor,ˈvɪktər
victoria,vɪkˈtɔriə
victorian,vɪkˈtɔriən
victory,ˈvɪktəri
vid,vid*
video,ˈvɪdioʊ
videos,ˈvɪdioʊz
vids,vids*
vienna,viˈɛnə
vietnam,viˌɛtˈnɑm
vietnamese,viˌɛtnɑˈmis
view,vju
viewed,vjud
viewer,vjuər
viewers,vjuərz
viewing,vjuɪŋ
viewpicture,viewpicture*
views,vjuz
vii,vii*
viii,viii*
viking,ˈvaɪkɪŋ
villa,ˈvɪlə
village,ˈvɪlɪʤ
villages,ˈvɪlɪʤɪz
villas,ˈvɪləz
vincent,ˈvɪnsɪnt
vintage,ˈvɪntɪʤ
vinyl,ˈvaɪnəl
violation,vaɪəˈleɪʃən
violations,vaɪəˈleɪʃənz
violence,ˈvaɪələns
violent,ˈvaɪələnt
violin,vaɪəˈlɪn
vip,ˌviˌaɪˈpi
viral,ˈvaɪrəl
virgin,ˈvərʤɪn
virginia,vərˈʤɪnjə
virtual,ˈvərʧuəl
virtually,ˈvərʧuəli
virtue,ˈvərʧu
virus,ˈvaɪrəs
viruses,ˈvaɪrəsɪz
visa,ˈvizə
visibility,ˌvɪzəˈbɪlɪti
visible,ˈvɪzəbəl
vision,ˈvɪʒən
visit,ˈvɪzɪt
visited,ˈvɪzɪtɪd
visiting,ˈvɪzɪtɪŋ
visitor,ˈvɪzɪtər
visitors,ˈvɪzɪtərz
visits,ˈvɪzɪts
vista,ˈvɪstə
visual,ˈvɪʒəwəl
vital,ˈvaɪtəl
vitamin,ˈvaɪtəmən
vitamins,ˈvaɪtəmənz
vocabulary,voʊˈkæbjəˌlɛri
vocal,ˈvoʊkəl
vocals,ˈvoʊkəlz
vocational,voʊˈkeɪʃənəl
voice,vɔɪs
voices,ˈvɔɪsɪz
void,vɔɪd
voip,voip*
vol,vol*
volkswagen,ˈvoʊlksˌwægən
volleyball,ˈvɑliˌbɔl
volt,voʊlt
voltage,ˈvoʊltɪʤ
